descripcion,categoria
"referido a un dispositivo de alimentacion de combustible, que comprende: a) un manorregulador de combustible que mantiene al combustible del tanque a ",Patente
referido a un modulo de seguridad (sm) para unidad de tratamiento de datos de audio/video encargado de procesar mensajes de seguridad conteniendo crip,Patente
"referido a una columna de transferencia de calor o masa con regiones de transferencia de calor o masa de tales como haces tubulares, colocados uno enc",Patente
"se refiere a un procedimiento de preparacion de un compuesto derivado de xantina de formula (i) donde r1 es fenilcarbonilmetilo, bencilo, naftilmetilo",Patente
"se refiere a un compuesto de formula i, donde r es un orto o meta sustituyente opcional seleccionado entre halogeno y alquiloxi(c1-c4); r1 es alquilo ",Patente
"se refiere a una pieza de desgaste para adjuntarla a un equipo de excavacion, caracterizada porque comprende: un extremo frontal, un extremo posterior",Patente
"referida a un derivado de cromano de formula (i), donde a es un grupo de formula (a), (b), (c), entre otros; el asterisco representa el punto de union",Patente
"referida a un derivado de quinolina de formula (i), donde r1, r2 y r3 son halogeno, oh, ciano, nitro, alquilo c1-c6, entre otros; r4, r5, r6 y r7 son ",Patente
"se refiere a un procedimiento de resolucion optica de (3,4-dimetoxi-biciclo[4.2.0]octa-1,3,5-trien-7-il)nitrilo en el que se separa dicho compuesto en",Patente
se refiere a un compuesto de indol bencilamina sustituido de formula (i) y a una forma cristalina a de dicho compuesto que tiene picos de xrpd expresa,Patente
"referido a un escenario portatil, facil de montar que consta de cuatro pliegos de carton, unidos por el borde largo a manera de encuadernacion, lo que",Patente
"que comprende una base aislante de un primer tipo que comprende un cuerpo plano alargado de bordes redondeados, dividido en tes secciones de igual lon",Patente
"que comprende: a) un residuo o destilado de extracto, producido de un proceso de elaboracion de aceite vegetal, seleccionado del grupo consistente de ",Patente
donde dicho metodo pulveriza el grano de cereal a una velocidad de al menos 100 kg de grano de cereal seco por hora y extrayendo el grano de cereal pu,Patente
"donde dicho procedimiento comprende: i) caracterizar y determinar la calidad del relave, que a su vez comprende: a) caracterizar geoquimicamente el re",Patente
que comprende: a) proporcionar un primer liquido libre de tensioactivos que comprenda un liquido de extraccion de hidrocarburos no acuosos que consist,Patente
referida a un proceso para la preparacion de una formulacion dietetica para crustaceos la cual contiene zeaxantina libre o esterificada obtenida de fu,Patente
referida a un procedimiento de sintesis de ivabradina de formula (i) que consiste en la preparacion de un compuesto de benzazepin-2-ona de formula (vi,Patente
se refiere a un proceso para producir la 5-(4-metil-1h-imidazol-1-il)-3-(trifluoro-metil)-bencenamina que comprende: a) nitrar el 2-bromo-5-fluoro-ben,Patente
"se refiere a compuestos de formula (i) donde r1 es h o metilo; r2 es arilo o heteroarilo sustituidos; r3 es h o r4; x es n o cr7, donde r4 y r7 son ca",Patente
"referida a un derivado de tiadiazolidinona de formula (i), donde q junto con los atomos de carbono a los que esta unido forma un anillo tal como nafta",Patente
"referida a una formulacion farmaceutica que contiene clorhidrato de vardenafilo trihidratado, caracterizada porque se disuelve al menos el 80% de la d",Patente
"se refiere a una composicion de ivabradina o 3-{3-[{[(7s)-3,4-dimetoxibiciclo[4.2.0]octa-1,3,5,-trien-7-il]-metil}-(metil)-amino]-propil}-7,8-dimetoxi",Patente
"referido a un cincel recto quirurgico de 15 cm. de longitud y 5 mm. de diametro, caracterizado por tener: a) una punta ovalada de 5 mm. de longitud, 2",Patente
consiste en una torre autosoportada empotrada a una plataforma metalica disenada para soportar el peso de la torre y las fuerzas de volteo debido a la,Patente
"constituido por un cuerpo definido por dos porciones enfrentadas y relacionadas entre si, que presenta un eje en medio del cual se relaciona con el cu",Patente
"referido a un tapon mejorado de doble bloqueo y purga, para tapar un tubo de forma temporal que comprende: a) un soporte; b) una variedad de cabezas d",Patente
constituida por: a) un tanque aislado termicamente en el cual va instalado una plancha colectora que recibe luz solar via una cobertura de vidrio apoy,Patente
"caracterizado por poseer una rosca obtenida mediante un proceso de laminacion para fijar el munon universal de tornillo pasante, un munon universal an",Patente
"conformado por torones debidamente entrelazados y cada uno de estos por hilos de acero, los cuales se encuentran previamente galvanizados. el grupo de",Patente
"integrada por moldes de diferentes geometrias, que se transportan al sitio para ser montados y formar la cimbra para las edificaciones de un solo nive",Patente
"compuesto por una placa inferior, un ensamblaje de pestillo y un ensamblaje de cerrojo muerto, ambos montados sobre la placa inferior, teniendo el ens",Patente
referida a la preparacion de astaxantina que comprende: a) utilizar un protector de los grupos hidroxilos de la zeaxantina tal como esteres sililados ,Patente
"compuesto por: a) una boya con una fuerza de sustentacion y flotando en la superficie del agua del rio, que incluye una luz de alerta instalado en la ",Patente
que comprende: a) un miembro tubular interno que cuenta con una parte inferior provista de una base girable y dos lados opuestos provistos de dos ranu,Patente
"que tienen una camara de tratamiento y un miembro de tratamiento colocado debajo de dicha camara, de modo que se suministra un liquido de tratamiento ",Patente
"donde el proceso comprende la mezcla en proporcion de 45, 60 o 75 partes en peso de condensados liquidos de gas natural ('solvente light one') con, re",Patente
referido a una terminacion de cuello de una preforma o envase que recibe un cierre y esta adaptada para resistir deformaciones debido a multiples cicl,Patente
referido a un procedimiento que comprende: a) con ayuda de un inyector aplicar como estructura individual una gota de un preparado de material sinteti,Patente
"en donde, a dicho organo le atravieza un flujo de agua ocasionando una superficie mojada en sus bordes, y caracterizado porque los bordes del organo y",Patente
"referido a un motor y generador magneticos permanentes de alta velocidad con rotor metalico de baja perdida, que comprende: a) un rotor con una plural",Patente
"que comprende: a) una porcion de rotor, compuesta por un disco de empuje adaptado para estar conectado de forma circunferencial al rotor y para rotar ",Patente
"referido a un metodo y aparato para operar un transductor de un dispositivo de inhalacion, donde se usa un transductor piezoelectrico como vibrador, c",Patente
que comprende: a) una interfase de memoria para recibir una memoria reconocible por computadora; b) un puerto serial para la interconexion a un panel ,Patente
referido a un metodo que comprende: a) un panel de control configurado para controlar dispositivos en un sistema de seguridad; b) un teclado en comuni,Patente
"que comprende: a) un cuerpo con un eje longitudinal, un extremo embridado, un cable que se conecta a un extremo y una abertura que se extiende entre l",Patente
"que comprende: a) en tiempos seleccionados, determinar un error de tiempo en el reloj y la diferencia de frecuencia entre el oscilador y el oscilador ",Patente
"se refiere a procedimientos de preparacion de compuestos derivados de imidazol de formula (i) donde r1 es un grupo de formula (a) o (b), donde r4 y r5",Patente
donde la union atornillada fusible se integra en una barrera de seguridad metalica compuesta por un elemento horizontal formada por una o varias valla,Patente
"referida a un derivado de benzoquinazolina de formula (i), donde q es ch o n; r2 es alquilo c1-c4; y es r5-o; r5 es etinilo o propilo; x es alquilo c1",Patente
"referida a las formas cristalinas i, ii, ii y iv de la sal de di-sodio del acido n-(5-clorosaliciloil)-8-aminocaprilico, donde la forma i correspondie",Patente
referida a un anticuerpo anti-5t4 quimerico o humanizado que comprende una cadena ligera y una cadena pesada o un fragmento de union al antigeno quime,Patente
"referida a una composicion farmaceutica que comprende: a) 1-150 mg de bibw 2992 (4-[3-cloro-4-fluorofenil]amino)-6-{[4-(n,n-dimetilamino)-1-oxo-2-bute",Patente
"se refiere a un polipeptido aislado que comprende una secuencia de aminoacido de sec id nº 4, caracterizado porque comprende la sustitucion de cualqui",Patente
se refiere a una formulacion en suspension de 3-z-[1-(4-(n-((4-metil-piperazin-1-il)-metil)-n-metil-amino)-anilino)-1-fenil-metilen]-6-metoxicarbonil-,Patente
"se refiere a un peptido de tipo glucagon modificado, caracterizado por la formacion de puentes intramoleculares o la sustitucion de los acidos carboxi",Patente
"se refiere a derivados de ester boronato de formula (i), donde a es 0-2; p es h, o un bloqueador del grupo amino; ra y ra1 son cada uno h, alquilo (c1",Patente
se refiere a una sal de metmorfina y glicina caracterizada porque el espectro de resonancia magnetica nuclear (rmn) de protones muestra un desplazamie,Patente
se refiere a un proceso para aislar un alcaloide del veratrum desglicosilado (ciclopamina) que comprende: (i) proporcionar un material de la planta ve,Patente
que comprende: a) un motor trifasico de 10hp y de 1700 rpm; b) un cable trifasico de 150 cm. de largo; c) una llave de acero de 1/2 pulg. de espesor y,Patente
el cual es utilizado para instalarse en equipos de clasificacion que cuentan con rieles disenados para instalar paneles de poliuretano que son fijados,Patente
se refiere a un objeto de forma cilindrica de una sola pieza y de superficie plana con pequenas ranuras que sirven para que las asas de las bolsas no ,Patente
"que comprende: a) un punto de acople del contenedor, formado por dos horquillas de sujecion unidas a un tubo cuadrado, el cual forma parte de la artic",Patente
"referida a un derivado de bencimidazolona de formula (i), donde r6 es h, ciano, halogeno, alquilo c1-c6, entre otros; r es alquilo c1-c6, cicloalquilo",Patente
"referida a un anticuerpo monoclonal humanizado (mab) que se une al factor de crecimiento de hepatocitos humano (hgf), de preferencia el mab es el mab ",Patente
"referida a una composicion que comprende: a) uno o mas farmacos antidepresivos, b) un portador o vehiculo farmaceuticamente aceptable y c) un derivado",Patente
"referida a una composicion que comprende: a) un farmaco antipsicotico tipico o atipico, b) opcionalmente, un portador o vehiculo farmaceuticamente ace",Patente
se refiere a un procedimiento para la sintesis de agomelatina que comprende: i) reaccion en presencia de una base fuerte la 3-metoxiacenaftoquinona pa,Patente
"se refiere a un compuesto cristalino (2s,3r,4r, 5s, 6r)-2-(4-cloro-3-(4-etoxibenzil)fenil)-6-(metiltio) tetrahidro-2h-pirano-3,4,5-triol anhidro amorf",Patente
se refiere a un proceso para la sintesis de agomelatina que comprende la reaccion de (7-metoxi-1-naftil)acetonitrilo que se somete a una reduccion por,Patente
"se refiere a un proceso que comprende: reaccion de 7-metoxi-1-naftol, sobre el que se condensa, en presencia de paladio donde el grupo hidroxi se tran",Patente
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta obra musical sinfónica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta novela de ciencia ficción explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta ensayo filosófico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta cuento infantil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
"esta cuento infantil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar",Derecho de autor
"esta pintura abstracta explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta pintura abstracta explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta coreografía contemporánea explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta coreografía contemporánea explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta pintura abstracta explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta cuento infantil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta ensayo filosófico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta diseño gráfico para marca explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta cuento infantil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar",Derecho de autor
"esta novela de ciencia ficción explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta coreografía contemporánea explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta pintura abstracta explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta diseño gráfico para marca explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta pintura abstracta explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta coreografía contemporánea explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta pintura abstracta explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta diseño gráfico para marca explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta novela de ciencia ficción explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta obra de teatro explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar ",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta coreografía contemporánea explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta videoarte experimental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta diseño arquitectónico urbano explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetiv",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta obra musical sinfónica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta programa de computadora educativo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el ob",Derecho de autor
"esta escultura moderna explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta fotografía artística explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta base de datos científica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de",Derecho de autor
"esta coreografía contemporánea explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta mapa interactivo explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta cuento infantil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar",Derecho de autor
"esta obra musical sinfónica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta novela de ciencia ficción explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo d",Derecho de autor
"esta poema lírico explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar re",Derecho de autor
"esta canción romántica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoc",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta cuento infantil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provocar",Derecho de autor
"esta aplicación móvil explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de provoca",Derecho de autor
"esta traducción literaria explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de pro",Derecho de autor
"esta obra musical sinfónica explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de p",Derecho de autor
"esta cortometraje documental explora conceptos innovadores, integrando elementos culturales, tecnológicos y artísticos. fue creada con el objetivo de ",Derecho de autor
